MONTH,TIME EVENT BEGAN,TIME OF RESTORATION,AREA AFFECTED,NERC REGION,ALERT CRITERIA,EVENT TYPE,DEMAND LOSS (MW),NUMBER OF CUSTOMERS AFFECTED,STATE
August,8/29/2022 9:00,8/29/2022 15:00,"Michigan: Ottawa County, Allegan County, Van Buren County, Montcalm County, Kent County, Barry County, Kalamazoo County, St. Joseph County, Branch County, Hillsdale County, Calhoun County, Jackson County, Eaton County, Clinton County, Shiawassee County, Montcalm County, Isabella County, Mecosta County, Midland County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,0,0,Michigan
August,8/29/2022 10:45,8/29/2022 11:45,Texas: Collin County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,630,197740,Texas
August,8/29/2022 17:50,8/30/2022 0:50,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,236,50000,Michigan
August,8/31/2022 9:58,8/31/2022 12:15,Florida: Duval County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,10,3000,Florida
September,9/1/2022 15:00,9/1/2022 21:00,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather - Unspecified/Other,242,44000,California
September,9/4/2022 2:45,9/4/2022 18:50,California: Kings County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,1131,190000,Colorado
September,9/4/2022 8:00,9/4/2022 16:00,"Texas: Tarrant County, Collin County, Dallas County, Ellis County, Kaufman County, Rockwall County, Williamson County, Denton County, Archer County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,0,0,Texas
September,9/5/2022 6:05,9/5/2022 21:00,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,1160,0,California
September,9/6/2022 6:00,9/6/2022 6:22,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Texas
September,9/6/2022 10:34,9/6/2022 21:00,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,1098,0,California
September,9/6/2022 16:00,9/6/2022 21:00,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather - Unspecified/Other,272,44000,California
September,9/6/2022 16:30,9/7/2022 0:30,California: San Diego County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack/Vandalism,0,0,California
September,9/6/2022 17:00,9/6/2022 20:00,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8800,1300000,Nevada
September,9/6/2022 19:20,9/6/2022 21:01,Idaho: Oregon:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,974,226571,"Idaho,Oregon"
September,9/7/2022 11:31,9/7/2022 21:00,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,1077,0,Nevada
September,9/7/2022 13:00,9/7/2022 20:00,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack/Vandalism,0,0,California
September,9/7/2022 13:45,9/7/2022 19:00,Florida: Alachua County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Cyber Event,0,0,Florida
September,9/7/2022 16:00,9/7/2022 21:00,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather - Unspecified/Other,257,44000,Utah
September,9/7/2022 17:00,9/7/2022 20:00,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8600,1300000,"Oregon,Washington"
September,9/8/2022 10:52,9/8/2022 21:00,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,1084,0,California
September,9/8/2022 11:54,9/8/2022 21:00,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather - Unspecified/Other,258,44000,California
September,9/8/2022 17:00,9/8/2022 20:00,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8250,1300000,California
September,9/9/2022 16:00,9/9/2022 21:00,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather - Unspecified/Other,257,44000,California
September,9/10/2022 22:30,9/10/2022 22:31,Indiana: Spencer County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,935,228079,Indiana
September,9/11/2022 18:19,9/11/2022 22:28,Texas: Fayette County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,Texas
September,9/13/2022 19:55,9/13/2022 20:01,Texas: El Paso County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather - Unspecified/Other,0,0,Texas
September,9/15/2022 19:52,9/15/2022 21:31,Texas: Fayette County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,Texas
September,9/16/2022 18:00,9/16/2022 18:01,Utah:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,California
September,9/16/2022 18:30,9/16/2022 23:15,Oregon: Multnomah County; Washington: Clark County;,WECC,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,Unknown/Unspecified,0,0,California
September,9/21/2022 16:19,9/21/2022 18:01,Texas: Louisiana: Arkansas: Jefferson County; Mississippi:,"TRE,SERC",Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,821,1521,"Texas,Louisiana,Arkansas,Mississippi"
September,9/22/2022 3:58,9/22/2022 4:00,"Florida: Pinellas County, Pasco County, Orange County, Lake County;",SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,571,192846,Florida
September,9/22/2022 10:02,9/22/2022 11:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,1,0,Arizona
September,9/23/2022 10:10,9/23/2022 11:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,2,0,California
September,9/27/2022 8:42,9/27/2022 10:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,1,0,California
September,9/28/2022 15:00,9/28/2022 15:53,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,696,676000,Florida
September,9/28/2022 15:00,9/28/2022 22:00,"Florida: Hillsborough County, Polk County, Pasco County, Pinellas County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,750,291361,Florida
September,9/28/2022 15:20,9/28/2022 18:00,Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,1000,116937,Florida
September,9/29/2022 3:27,9/29/2022 10:27,Florida: Polk County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,150,15797,Florida
September,9/29/2022 4:00,9/30/2022 0:00,"Florida: Orange County, Osceola County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,0,0,Florida
September,9/30/2022 2:45,9/30/2022 16:15,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,892,48323,North Carolina
September,9/30/2022 11:00,9/30/2022 12:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,2,0,Washington
September,9/30/2022 13:46,9/30/2022 18:09,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,801,108930,South Carolina
September,9/30/2022 18:30,9/30/2022 18:36,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,732,154100,"North Carolina,South Carolina"
October,10/3/2022 6:00,10/3/2022 7:00,Alabama: Barbour County; Virginia:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,"Alabama,Virginia"
October,10/3/2022 13:45,10/3/2022 14:30,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,1,0,Washington
October,10/8/2022 16:23,10/8/2022 16:50,New York: Queens County;,NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Physical Attack/Vandalism,100,0,New York
